"","LDA","LDA + SOC","PBE","PBE + SOC","PBE_SOL","HLE16","HLE16 + SOC","BJ","mBJ","SCAN","HSE06","HSE14","HSE_mix","PBE0","PBE0_mix"
"1",0.4064,0.4262,0.337,0.3586,0.3658,-0.1104,-0.1073,0.184,-0.0102,0.1926,-0.8049,-1.3119,-2.1438,-1.079,-2.2202
"2",1.9379,1.9305,1.8543,1.8644,1.9371,1.0159,1.0219,1.4719,0.9069,1.6638,0.8998,0.5917,0.505,0.2513,0.1779
"3",1.3015,1.3817,1.1503,1.2288,1.274,-0.7954,-0.7524,0.4571,-0.5113,0.7736,-0.5265,-1.2616,-1.9773,-1.2367,-2.6903
"4",1.2883,1.1746,1.274,1.1768,1.3,0.5555,0.6766,0.9973,0.8339,1.0438,0.102,-0.2406,-0.6769,-0.5781,-1.216
"5",0.18,0.18,0.1354,0.1418,0.18,-0.5423,-0.5741,-0.3035,-0.7804,-0.1255,-1.0416,-1.4613,-1.896,-1.7145,-2.4534
"6",0.2065,0.226,0.1485,0.1735,0.1815,-0.2823,-0.3044,0.0343,-0.1904,-0.0349,-0.4854,-0.6403,-0.7165,-0.9297,-0.8008
"7",0.1391,0.1472,0.1483,0.1391,0.1431,0.1241,0.0698,0.1201,0.0973,0.144,0.145,0.1274,0.1306,0.1295,0.1278
"8",1.214,1.2179,1.0953,1.1098,1.1818,0.168,0.1762,0.8617,0.5633,0.877,0.2962,0.1374,0.0626000000000002,-0.3661,-0.1837
"9",1.1383,1.1442,1.018,1.0334,1.1085,0.0224,0.0564,0.7382,0.4431,0.7883,0.2491,0.0885,0.0452999999999999,-0.4013,-0.1765
"10",1.4,1.4,1.4,1.4,1.4,0.685,0.6824,1.1777,0.6754,1.273,0.3738,-0.2651,-0.6487,-0.2649,-1.1668
"11",2.1763,2.2236,2.0614,2.1103,2.1646,0.0543,0.0539000000000001,1.3716,0.6806,1.7159,0.53,-0.2255,-0.633,0.0611999999999999,-0.7124
"12",1.22,1.2336,1.0067,1.0227,1.1294,-0.5109,-0.5143,0.5295,-0.0594000000000001,0.5437,-0.1978,-0.5484,-0.5494,-0.7622,-0.6263
"13",1.7296,1.7614,1.4997,1.531,1.6098,0.3586,0.4034,1.0672,0.4786,1.0898,0.4836,0.1532,0.2554,0.0931999999999999,0.2176
"14",1.3602,1.5249,1.1801,1.3408,1.2653,0.5081,0.7136,0.8542,0.3862,0.8789,0.306,0.0872999999999999,0.1662,-0.2943,0.1403
"15",0.6768,0.8605,0.557,0.76,0.6329,0.0369999999999999,0.4882,0.4224,0.1078,0.4276,-0.2517,-0.3993,-0.4532,-0.8289,-0.5529
"16",0.1828,0.3945,0.0332999999999999,0.2708,0.1043,-0.4021,0.0660999999999998,-0.1948,-0.5656,-0.205,-0.6772,-0.8109,-0.8099,-1.0092,-0.7199
"17",2.3127,2.3994,2.0107,2.0941,2.1797,-0.3484,-0.2149,1.2506,0.2944,1.5492,0.6622,0.0211000000000001,0.101,0.0505999999999998,-0.1448
"18",2.6143,2.6522,2.316,2.3561,2.4954,-0.3474,-0.3309,1.4862,0.4205,1.8627,0.82,0.1258,-0.0202,0.1832,-0.4196
"19",2.8,2.8,2.8,2.8,2.8,-0.00980000000000025,0.0418999999999996,2.1112,0.654,2.8,1.4553,0.3946,-0.6053,0.7473,-1.2904
"20",1.6975,1.7057,1.4708,1.4836,1.5852,0.1259,0.1317,0.9581,0.2118,1.07,0.2938,-0.1208,-0.1732,-0.2375,-0.3812
"21",1.4895,1.5322,1.2466,1.2893,1.3516,0.1253,0.1863,0.8087,0.0651000000000002,0.9233,0.2029,-0.2011,-0.1428,-0.2398,-0.3164
"22",1.1826,1.2779,1.0023,1.1796,1.0773,0.365,0.5846,0.7217,0.1688,0.8555,0.157,-0.1221,-0.0554999999999999,-0.4229,-0.1953
"23",1.7655,2.013,1.5306,1.7375,1.6513,-0.395,-0.1423,1.0756,0.4257,1.2695,0.4223,0.0776000000000003,0.0356000000000001,-0.1108,-0.1635
"24",1.8287,2.0614,1.553,1.7788,1.6932,-0.4984,-0.183,0.965,0.1891,1.2486,0.4144,0.0419,0.0157000000000003,-0.2163,-0.2755
"25",1.5752,1.5807,1.5027,1.5147,1.5827,0.349,0.3583,1.1067,0.6726,1.1989,0.2143,-0.3115,-0.8402,-0.4624,-1.4811
"26",1.7391,1.7474,1.5106,1.5239,1.6292,0.1429,0.1477,1.048,0.3546,1.1957,0.444,0.0962000000000001,0.024,-0.1445,-0.2465
"27",1.0941,1.1041,1.1513,1.1939,1.2191,-0.0216000000000001,0.0408999999999999,0.7556,0.0759000000000001,0.8769,0.2032,-0.1377,-0.1086,-0.2703,-0.3307
"28",0.8682,0.8968,0.6701,0.8638,0.7632,-0.0891,0.1465,0.4137,-0.1436,0.5054,-0.1523,-0.3959,-0.3556,-0.7019,-0.4859
"29",0.0624,0.0961000000000001,-0.0118,0.0199,0.0271000000000001,-0.2791,-0.2841,-0.164,-0.3987,-0.2992,-0.9516,-1.1528,-1.1522,-1.4589,-1.1076
"30",2.6583,2.6646,2.6095,2.6157,2.7019,1.841,1.8464,1.9038,0.940700000000001,1.7657,0.750400000000001,-0.185099999999998,-0.615499999999999,0.136600000000001,-1.1703
"31",0.8949,0.9952,0.7952,0.8927,0.9121,-0.1181,-0.0124999999999997,0.4091,0.0750000000000002,0.4944,0.1622,0.1471,0.1407,-0.4849,0.1187
"32",1.9521,1.9523,1.9742,1.9742,2.0483,1.3329,1.3333,1.3488,0.811800000000001,1.3182,0.6109,0.1463,0.1123,-0.0564999999999998,-0.0716999999999999
"33",1.009,1.0297,0.8706,0.8906,1.0124,-0.3888,-0.368,0.5378,0.1348,0.5502,0.1652,0.1325,0.1318,-0.4993,0.1577
"34",2.19,2.1919,1.9377,1.9446,2.0509,0.310899999999999,0.2977,1.0986,-0.3747,1.3841,0.0852999999999993,-0.7571,-1.8111,-0.463300000000001,-2.4567
"35",0.5531,0.7704,0.479,0.6885,0.5781,0.0947,0.3232,0.1144,-0.1112,0.314,-0.0185999999999999,0.038,-0.0111000000000001,-0.6411,-0.0663
"36",5.9723,6.0385,5.4447,5.5459,5.5279,2.3993,2.4702,4.5092,1.6047,4.6519,3.8068,3.1969,2.1483,3.4571,1.1865
"37",0.8351,0.8404,0.6949,0.7115,0.7742,0.2253,0.23,0.5824,0.171,0.4639,-0.192,-0.2936,-0.3818,-0.796,-0.4435
"38",1.05,1.06,0.9369,0.9564,1.0035,0.4554,0.4608,0.7762,0.4765,0.6798,0.2029,0.1297,0.1042,-0.3116,0.1375
"39",0.5038,0.6959,0.4817,0.6649,0.5054,0.2845,0.6089,0.3739,0.3342,0.4179,0.1499,0.1792,0.1376,-0.3746,0.0975
"40",0.4419,0.6191,0.3702,0.5406,0.4119,0.0455000000000001,0.2779,0.2083,0.0551000000000004,0.1924,-0.3305,-0.3498,-0.483,-0.8369,-0.5651
"41",1.0237,1.0237,0.9871,0.9857,1.0691,0.8641,0.8961,0.8592,0.7656,0.9142,0.4999,0.6082,0.5858,-0.1787,0.9912
"42",0.9826,0.9827,0.9255,0.932,1.0054,0.6535,0.654,0.8355,0.7125,0.7302,0.1952,0.2189,0.2351,-0.5041,0.5523
"43",0.4385,0.4759,0.2504,0.2956,0.3362,-0.4759,-0.2129,0.0620000000000001,-0.5018,0.0159,-0.5703,-0.6935,-0.7545,-1.2227,-0.9341
"44",1.1479,1.1879,1.073,1.1126,1.1458,0.8176,1.0819,0.7698,0.6816,0.8783,0.3646,0.3482,0.2603,-0.1455,0.2889
"45",0.1478,0.2697,0.0427999999999997,0.1703,0.1084,0.2462,0.4055,-0.3234,-1.1206,-0.36,-1.4665,-2.0496,-2.4589,-2.0689,-2.3347
"46",1.0522,1.1416,0.9279,1.0222,1.007,0.9504,1.0614,0.5549,-0.3028,0.5169,-0.513,-1.0627,-1.4623,-3.6774,-1.8088
"47",1.1674,1.198,1.0523,1.0972,1.1147,0.6516,0.6881,0.8756,0.5555,0.7741,0.2004,0.1324,0.0565,-0.2771,0.1089
"48",1.6202,1.6227,1.4068,1.4139,1.5214,-0.00470000000000015,-0.000399999999999956,0.9817,0.3133,1.0748,0.3156,-0.0360999999999998,-0.0145,-0.3323,-0.1902
"49",1.5539,1.5566,1.3557,1.3659,1.4631,0.1522,0.1829,0.9913,0.4582,1.0575,0.3764,0.0717000000000001,0.0781000000000001,-0.2445,-0.101
"50",0.4685,0.6603,0.3288,0.53,0.4077,-0.0179,0.3848,0.2695,-0.1668,0.2102,-0.423,-0.4965,-0.6102,-0.941,-0.6961
"51",0.5394,0.7185,0.3987,0.591,0.4963,-0.5215,-0.0133000000000001,0.0421,-0.4612,0.1512,-0.7019,-0.9716,-1.2503,-1.336,-1.6809
"52",2.2352,2.2997,1.9653,2.028,2.1161,0.5056,0.5686,1.6254,0.6725,1.4551,0.6696,0.3598,0.1147,-0.0678000000000001,0.1967
"53",1.3175,1.3333,1.2015,1.2253,1.2581,0.3485,0.3184,0.7407,0.5549,0.9427,-0.146,-0.7499,-0.5974,-0.8042,-0.7105
"54",1.2971,1.3014,1.1885,1.1954,1.2639,-0.0552999999999999,-0.0476000000000001,0.672,0.5975,0.8352,-0.00539999999999985,-0.246,-0.2387,-0.6704,-0.3586
"55",1.2227,1.239,1.1087,1.1136,1.1593,0.4463,0.4487,0.7957,0.7252,0.9362,0.0069999999999999,-0.4358,-0.2731,-0.5643,-0.1549
"56",1.3617,1.5413,1.2786,1.4484,1.3295,0.0545999999999998,0.2771,0.8104,0.5965,1.0968,0.3195,0.0312999999999999,0.0519999999999996,-0.3128,-0.1695
"57",2.7071,2.7269,2.3142,2.333,2.4499,0.0748999999999995,0.0727999999999991,1.1498,-0.375400000000001,1.8635,0.3695,-0.683,-1.7007,-0.0580999999999996,-1.9745
"58",0.4852,0.4856,0.4375,0.4387,0.4743,0.092,0.086,0.3646,0.2593,0.2983,0.0426,0.1185,0.0236,-0.5251,-0.0609
"59",0.783,0.8025,0.6595,0.6794,0.7244,0.1328,0.1406,0.524,0.0836999999999999,0.509,-0.1352,-0.2947,-0.3744,-0.6405,-0.476
"60",2.975,3.041,2.8398,2.902,2.945,1.3094,1.3696,2.2143,1.4428,2.5337,1.5573,1.167,0.9093,1.0431,0.5143
"61",1.9025,1.9557,1.7056,1.7573,1.8304,0.3449,0.3971,1.3937,0.6841,1.3602,0.7788,0.6823,0.5885,0.2467,0.4975
"62",0.412,0.4333,0.2839,0.3105,0.3572,-0.0869,-0.0114999999999998,0.1539,-0.2079,0.0717000000000003,-0.5499,-0.6422,-0.7489,-1.0716,-0.7894
"63",1.6987,1.8458,1.5443,1.6871,1.6489,0.2274,0.3828,1.1654,0.6793,1.1762,0.7109,0.6477,0.5976,0.0759999999999996,0.5309
"64",0.4816,0.4836,0.4099,0.4118,0.4621,-0.0543,-0.0518000000000001,0.3538,0.2165,0.1772,-0.0388000000000002,0.0347,-0.00219999999999998,-0.6183,0.1746
"65",2.8625,2.8653,2.6943,2.7039,2.7862,2.6744,2.6777,2.1542,0.9323,2.0999,1.0028,0.0771000000000002,-0.1294,0.345,-0.507499999999999
"66",2.0043,2.2881,1.8828,2.1587,1.9712,0.6398,0.9503,1.5209,1.2018,1.546,1.2062,1.2272,1.1764,0.591,1.1442
"67",0.0975000000000001,0.1182,0.0952000000000002,0.1193,0.1125,0.4365,0.4542,-0.0611999999999999,-0.4226,-0.2119,-1.1197,-1.4399,-2.1406,-1.6983,-2.7827
"68",0.23,0.23,0.23,0.23,0.23,-0.3595,-0.2943,0.23,-0.0486,0.23,0.0221,-0.0414,-0.0157,-0.5751,-0.0548
"69",1.7935,1.8029,1.6236,1.6347,1.7457,0.2757,0.2842,1.2486,0.602,1.2726,0.5325,0.316,0.1544,-0.102,-0.1107
"70",3.2983,3.2991,3.2361,3.2371,3.3778,1.9715,1.9722,2.357,1.4162,2.4214,1.3574,0.425400000000002,-0.498899999999999,0.622800000000002,-1.2907
"71",3.0289,3.1753,2.8746,3.0176,3.0183,1.3809,1.5382,2.4252,1.9658,2.4167,2.0274,1.913,1.8963,1.3475,1.7494
"72",0.9393,1.2384,0.8354,1.1273,0.9503,-0.4191,-0.1349,0.4287,0.1551,0.5746,0.1939,0.2001,0.1587,-0.4556,0.0595999999999997
"73",3.42,3.42,3.42,3.42,3.42,3.42,3.42,3.42,2.8305,3.42,3.0254,2.3379,1.9065,2.3356,1.3436
"74",0.2131,0.3098,0.1155,0.2153,0.1916,-0.5898,-0.2907,-0.2805,-0.7332,-0.0941000000000001,-0.8894,-1.1895,-1.545,-1.3273,-2.1192
"75",0.7694,0.8522,0.7104,0.7995,0.7708,-0.00980000000000025,0.1811,0.2851,-0.0639000000000003,0.4661,-0.2793,-0.5883,-0.9053,-0.8078,-1.3711
"76",0.1764,0.4678,0.0370999999999999,0.3614,0.1194,-0.4131,0.207,-0.0962000000000001,-0.5109,-0.0497000000000001,-0.6037,-0.6633,-0.7392,-1.1099,-0.8289
"77",0.1431,-0.0957,0.0159,-0.0619,0.0924,-0.6301,0.1853,-0.1414,-0.4579,-0.0256,-0.4308,-0.4762,-0.4954,-0.9459,-0.6281
"78",-0.0331,-0.1096,-0.1149,-0.1222,-0.0625,-0.5247,-0.0238,-0.2186,-0.3935,-0.0372,-0.4685,-0.468,-0.4919,-0.957,-0.5549
"79",0.639,0.8054,0.5123,0.7224,0.5903,-0.0182,0.3091,0.2424,0.0313,0.3502,-0.4055,-0.7009,-0.6821,-0.9967,-0.8336
"80",0.3525,0.9575,0.2131,0.8456,0.3072,0.0503,1.1708,-0.4153,-1.2471,-0.1195,-1.4517,-2.3523,-3.0944,-2.1682,-3.8484
"81",-0.5958,0.3074,-0.7318,0.2024,-0.6635,-1.0549,0.3055,-0.9053,-1.2121,-0.8621,-1.4376,-1.4787,-1.585,-1.9692,-1.7214
"82",0.7044,0.8298,0.6794,0.875,0.7006,-0.043,0.3054,0.2926,0.0345,0.4789,0.0211,-0.0458999999999999,-0.00390000000000001,-0.5724,0.0156000000000001
"83",0.8713,1.0935,0.7273,0.9513,0.8263,0.0604,0.5127,0.3529,-0.1882,0.4772,-0.2171,-0.457,-0.5761,-0.8274,-0.8746
"84",0.9945,1.189,0.838,1.0394,0.9505,0.0478000000000001,0.4761,0.4512,-0.1419,0.5698,-0.1829,-0.4666,-0.6704,-0.8026,-1.0572
"85",0.4121,0.7053,0.271,0.5704,0.3614,-0.0946,0.3585,0.0300999999999998,-0.5383,0.0503,-0.5112,-0.6318,-0.7093,-1.1421,-0.9293
"86",0.1387,0.523,-0.0248000000000002,0.3985,0.071,-0.4707,0.3863,-0.1389,-0.6343,-0.1341,-0.7583,-0.8322,-0.9437,-1.1566,-0.965
"87",0.1954,0.6269,0.0352999999999999,0.5096,0.1264,-0.5681,0.304,-0.0754000000000001,-0.6153,-0.0563,-0.7071,-0.7558,-0.9592,-1.3476,-1.3047
"88",0.5322,0.8672,0.4379,0.7895,0.49,0.0326,0.629,0.303,-0.0146999999999999,0.3465,-0.1918,-0.1795,-0.324,-0.7924,-0.5407
"89",-0.1207,0.3655,-0.2468,0.263,-0.1752,-0.5637,0.3674,-0.3945,-0.7257,-0.3524,-0.9082,-0.9803,-0.9996,-1.4492,-1.0165
"90",-0.0735999999999999,0.4444,-0.2164,0.3269,-0.1352,-0.5554,0.3771,-0.3436,-0.7395,-0.3363,-0.9444,-1.0272,-1.0597,-1.4488,-1.0636
"91",2.0285,2.0356,1.911,1.9182,2.0925,1.0293,1.0375,1.3573,0.5909,1.4333,0.5722,0.1676,0.0594999999999999,-0.1952,-0.2158
"92",1.8804,1.8803,1.6713,1.6703,1.7806,0.663,0.648,1.0579,0.00399999999999956,1.1833,0.3413,-0.0827,-0.4254,-0.3378,-0.7643
"93",0.8798,0.8936,0.8269,0.8404,0.9326,0.2117,0.2274,0.5294,0.1896,0.5169,0.085,0.0462000000000002,0.0669,-0.594,0.2082
"94",1.3788,1.3833,1.3491,1.3536,1.4661,0.9706,0.9921,1.027,0.5437,0.9311,0.1607,-0.0926999999999998,-0.1739,-0.6009,-0.3347
"95",0.3348,0.3856,0.3315,0.3817,0.3384,0.1879,0.3137,0.0823,0.0312,0.3612,0.0168,0.0856,0.0667,-0.5197,0.18
"96",1.6166,1.6168,1.5533,1.5539,1.5966,1.2254,1.2269,1.3962,1.2458,1.3397,1.1329,1.1906,1.1898,0.5711,1.4166
"97",0.7816,0.8018,0.7649,0.7844,0.7822,0.5502,0.5746,0.5325,0.4705,0.6095,0.4199,0.4853,0.4777,-0.137,0.5895
"98",0.0732999999999997,0.0914999999999999,-0.1609,-0.1351,-0.0594000000000001,-0.6482,-0.6334,-0.3135,-1.0357,-0.5201,-1.2401,-1.477,-1.6144,-1.6842,-1.6249
"99",1.0964,1.0964,1.1279,1.127,1.108,0.7987,0.6229,1.1424,0.8893,1.0448,0.6088,0.6555,0.596,-0.046,0.6296
"100",1.7595,1.7614,1.4743,1.4855,1.5792,0.805300000000001,0.8276,1.3321,0.180700000000001,0.9058,-0.0695999999999994,-0.4395,-0.8667,-0.4876,-1.4789
"101",1.0636,1.0634,0.8509,0.8696,0.934,0.4569,0.4765,0.1792,-1.1376,0.2296,-1.1406,-2.1024,-3.2903,-1.7298,-3.9727
"102",5.2045,5.2051,4.8193,4.8198,5.003,2.942,2.9113,3.654,1.6466,4.272,2.7562,1.569,-0.3018,2.1958,-1.0824
"103",1.6819,1.6819,1.4036,1.4039,1.5908,0.8503,0.823,1.0469,0.1494,0.940900000000001,0.3589,0.167000000000001,0.1231,-0.3072,0.00760000000000005
"104",1.1551,1.1571,1.1633,1.1647,1.2142,0.5421,0.544,0.4241,-0.1236,0.626,0.1089,-0.1944,-0.3134,-0.4813,-0.5853
"105",3.4128,3.4268,3.2423,3.257,3.3425,2.291,2.3048,2.7213,1.4998,2.7108,1.5635,0.7862,0.1502,0.866,-0.5165
"106",2.2865,2.3183,2.0753,2.1068,2.1979,1.0768,1.1095,1.9117,1.096,1.6237,1.0097,0.7752,0.7251,0.3213,0.5278
"107",1.9673,2.1045,1.8119,1.9454,1.9079,0.8688,1.0148,1.5698,0.986,1.3302,0.8554,0.6656,0.6831,0.1867,0.5805
"108",1.7667,1.7643,1.6567,1.6591,1.7273,1.4309,1.4295,1.2038,0.2264,1.1314,0.112,-0.705,-1.3897,-0.609699999999999,-1.3375
"109",1.1469,1.1692,0.9242,0.9466,1.064,-0.641,-0.609999999999999,0.3826,-0.6473,0.4171,-0.3048,-0.7079,-0.9237,-0.9433,-1.3711
"110",0.9068,0.9072,0.6553,0.6739,0.7828,-0.28,-0.2885,0.3484,-0.4217,0.1792,-0.5154,-0.7834,-0.8497,-1.0164,-0.8707
"111",0.7969,0.8002,0.6686,0.6741,0.7255,0.1933,0.2451,0.5673,0.103,0.4658,0.00560000000000005,-0.1198,-0.1041,-0.5567,-0.1706
"112",1.4609,1.4878,1.2349,1.2656,1.3389,0.415,0.4276,0.9239,0.1587,0.8386,0.1606,-0.1444,-0.2429,-0.3492,-0.396
"113",0.8642,1.0011,0.6269,0.7629,0.7328,-0.2514,-0.107,0.3316,-0.3817,0.2602,-0.3116,-0.6015,-0.578,-0.8929,-0.7596
"114",0.2727,0.5644,0.0909,0.3781,0.1743,-0.5057,-0.1884,-0.1358,-0.6502,-0.1423,-0.7238,-0.7963,-0.8795,-1.3115,-0.9921
"115",0.436,0.4911,0.5276,0.495,0.4631,0.5183,0.5796,0.6703,0.00390000000000001,0.658,0.0601,-0.1972,-0.134,-0.5054,-0.2814
"116",0.979,0.9834,0.7843,0.7913,0.8525,0.3832,0.3881,0.5763,-0.0688,0.531,-0.1054,-0.3016,-0.3384,-0.7245,-0.4814
"117",1.2989,1.5985,1.1039,1.3966,1.1854,0.1938,0.5163,0.7897,0.1944,0.7494,0.141,-0.0747999999999998,-0.0892999999999997,-0.3525,-0.1132
"118",1.5077,1.5072,1.2367,1.2373,1.3585,0.5073,0.4946,0.9682,0.00139999999999985,0.7839,0.1878,-0.1434,-0.1655,-0.4418,-0.3795
